,video_id,filename,category
0,zYzEmBlJ77s,zYzEmBlJ77s-img_042.jpg,slide
1,Vu_oF9tcjaA,Vu_oF9tcjaA-img_105.jpg,slide
2,7LyvAVjQUR8,7LyvAVjQUR8-img_043.jpg,slide
3,ZcPNcoTbkIU,ZcPNcoTbkIU-img_033.jpg,slide
4,ZusiKXcz_ac,ZusiKXcz_ac-img_016.jpg,slide
5,YGpxOuDJdJw,YGpxOuDJdJw-img_058.jpg,slide
6,0jljZRnHwOI,0jljZRnHwOI-img_155.jpg,slide
7,ZusiKXcz_ac,ZusiKXcz_ac-img_140.jpg,slide
8,H-1-X9bkop8,H-1-X9bkop8-img_109.jpg,slide
9,YcxHJcGU8u0,YcxHJcGU8u0-img_062.jpg,slide
10,c80277dcc4e,c80277dcc4e-img_153.jpg,slide
11,YGpxOuDJdJw,YGpxOuDJdJw-img_094.jpg,slide
12,o7h_sYMk_oc,o7h_sYMk_oc-img_100.jpg,slide
13,wS1MX-C2V9w,wS1MX-C2V9w-img_077.jpg,slide
14,H-1-X9bkop8,H-1-X9bkop8-img_111.jpg,slide
15,H-1-X9bkop8,H-1-X9bkop8-img_058.jpg,slide
16,zYzEmBlJ77s,zYzEmBlJ77s-img_089.jpg,slide
17,g-yPqNmrgYw,g-yPqNmrgYw-img_035.jpg,slide
18,H-1-X9bkop8,H-1-X9bkop8-img_181.jpg,slide
19,zYzEmBlJ77s,zYzEmBlJ77s-img_244.jpg,slide
20,0jljZRnHwOI,0jljZRnHwOI-img_036.jpg,slide
21,wS1MX-C2V9w,wS1MX-C2V9w-img_029.jpg,slide
22,Vu_oF9tcjaA,Vu_oF9tcjaA-img_188.jpg,slide
23,o7h_sYMk_oc,o7h_sYMk_oc-img_079.jpg,slide
24,H-1-X9bkop8,H-1-X9bkop8-img_223.jpg,slide
25,nykOeWgQcHM,nykOeWgQcHM-img_173.jpg,slide
26,0dcad5a56e1,0dcad5a56e1-img_074.jpg,slide
27,o7h_sYMk_oc,o7h_sYMk_oc-img_074.jpg,slide
28,0dcad5a56e1,0dcad5a56e1-img_071.jpg,slide
29,047911ed548,047911ed548-img_011.jpg,slide
30,YGpxOuDJdJw,YGpxOuDJdJw-img_188.jpg,slide
31,Gd0QPYVYnQg,Gd0QPYVYnQg-img_199.jpg,slide
32,9d9b3060608,9d9b3060608-img_019.jpg,slide
33,nykOeWgQcHM,nykOeWgQcHM-img_184.jpg,slide
34,g-yPqNmrgYw,g-yPqNmrgYw-img_039.jpg,slide
35,ZusiKXcz_ac,ZusiKXcz_ac-img_014.jpg,slide
36,0dcad5a56e1,0dcad5a56e1-img_046.jpg,slide
37,C_W1adH-NVE,C_W1adH-NVE-img_151.jpg,slide
38,o7h_sYMk_oc,o7h_sYMk_oc-img_022.jpg,slide
39,SE4P7IVCunE,SE4P7IVCunE-img_129.jpg,slide
40,YGpxOuDJdJw,YGpxOuDJdJw-img_181.jpg,slide
41,IJquEYhiq_U,IJquEYhiq_U-img_037.jpg,slide
42,Vu_oF9tcjaA,Vu_oF9tcjaA-img_175.jpg,slide
43,H-1-X9bkop8,H-1-X9bkop8-img_154.jpg,slide
44,0dcad5a56e1,0dcad5a56e1-img_049.jpg,slide
45,0jljZRnHwOI,0jljZRnHwOI-img_136.jpg,slide
46,zYzEmBlJ77s,zYzEmBlJ77s-img_004.jpg,slide
47,1cc5ff2708a,1cc5ff2708a-img_037.jpg,slide
48,Azq6S6Hx0gU,Azq6S6Hx0gU-img_191.jpg,slide
49,1cc5ff2708a,1cc5ff2708a-img_111.jpg,slide
50,o7h_sYMk_oc,o7h_sYMk_oc-img_044.jpg,slide
51,Vu_oF9tcjaA,Vu_oF9tcjaA-img_068.jpg,slide
52,H-1-X9bkop8,H-1-X9bkop8-img_205.jpg,slide
53,g-yPqNmrgYw,g-yPqNmrgYw-img_146.jpg,slide
54,GRc5GKMNuho,GRc5GKMNuho-img_082.jpg,slide
55,047911ed548,047911ed548-img_139.jpg,slide
56,0Q5IimX-AAc,0Q5IimX-AAc-img_179.jpg,slide
57,ZcPNcoTbkIU,ZcPNcoTbkIU-img_122.jpg,slide
58,H-1-X9bkop8,H-1-X9bkop8-img_207.jpg,slide
59,cxTmmasBiC8,cxTmmasBiC8-img_001.jpg,slide
60,nykOeWgQcHM,nykOeWgQcHM-img_049.jpg,slide
61,63hAHbkzJG4,63hAHbkzJG4-img_012.jpg,slide
62,ebfedb0cc95,ebfedb0cc95-img_185.jpg,slide
63,0jljZRnHwOI,0jljZRnHwOI-img_002.jpg,slide
64,0jljZRnHwOI,0jljZRnHwOI-img_086.jpg,slide
65,zYzEmBlJ77s,zYzEmBlJ77s-img_033.jpg,slide
66,fb3e4fd61a1,fb3e4fd61a1-img_171.jpg,slide
67,ZusiKXcz_ac,ZusiKXcz_ac-img_003.jpg,slide
68,nykOeWgQcHM,nykOeWgQcHM-img_014.jpg,slide
69,YcxHJcGU8u0,YcxHJcGU8u0-img_184.jpg,slide
70,H-1-X9bkop8,H-1-X9bkop8-img_043.jpg,slide
71,wS1MX-C2V9w,wS1MX-C2V9w-img_017.jpg,slide
72,zYzEmBlJ77s,zYzEmBlJ77s-img_003.jpg,slide
73,0jljZRnHwOI,0jljZRnHwOI-img_109.jpg,slide
74,GRc5GKMNuho,GRc5GKMNuho-img_150.jpg,slide
75,8327ff958fc,8327ff958fc-img_001.jpg,slide
76,0dcad5a56e1,0dcad5a56e1-img_055.jpg,slide
77,1Qws70XGSq4,1Qws70XGSq4-img_032.jpg,slide
78,63hAHbkzJG4,63hAHbkzJG4-img_069.jpg,slide
79,TtaWB0bL3zQ,TtaWB0bL3zQ-img_054.jpg,slide
80,047911ed548,047911ed548-img_167.jpg,slide
81,wS1MX-C2V9w,wS1MX-C2V9w-img_081.jpg,slide
82,Vu_oF9tcjaA,Vu_oF9tcjaA-img_107.jpg,slide
83,0dcad5a56e1,0dcad5a56e1-img_016.jpg,slide
84,YGpxOuDJdJw,YGpxOuDJdJw-img_141.jpg,slide
85,H-1-X9bkop8,H-1-X9bkop8-img_256.jpg,slide
86,SE4P7IVCunE,SE4P7IVCunE-img_187.jpg,slide
87,IJquEYhiq_U,IJquEYhiq_U-img_024.jpg,slide
88,zYzEmBlJ77s,zYzEmBlJ77s-img_009.jpg,slide
89,fb3e4fd61a1,fb3e4fd61a1-img_162.jpg,slide
90,nykOeWgQcHM,nykOeWgQcHM-img_023.jpg,slide
91,H-1-X9bkop8,H-1-X9bkop8-img_248.jpg,slide
92,GRc5GKMNuho,GRc5GKMNuho-img_068.jpg,slide
93,0jljZRnHwOI,0jljZRnHwOI-img_197.jpg,slide
94,g-yPqNmrgYw,g-yPqNmrgYw-img_074.jpg,slide
95,g-yPqNmrgYw,g-yPqNmrgYw-img_151.jpg,slide
96,zYzEmBlJ77s,zYzEmBlJ77s-img_148.jpg,slide
97,zYzEmBlJ77s,zYzEmBlJ77s-img_179.jpg,slide
98,wS1MX-C2V9w,wS1MX-C2V9w-img_172.jpg,slide
99,GRc5GKMNuho,GRc5GKMNuho-img_200.jpg,slide
100,IJquEYhiq_U,IJquEYhiq_U-img_161.jpg,slide
101,ZcPNcoTbkIU,ZcPNcoTbkIU-img_093.jpg,slide
102,YGpxOuDJdJw,YGpxOuDJdJw-img_111.jpg,slide
103,fb3e4fd61a1,fb3e4fd61a1-img_028.jpg,slide
104,0dcad5a56e1,0dcad5a56e1-img_052.jpg,slide
105,g-yPqNmrgYw,g-yPqNmrgYw-img_199.jpg,slide
106,0dcad5a56e1,0dcad5a56e1-img_060.jpg,slide
107,fb3e4fd61a1,fb3e4fd61a1-img_170.jpg,slide
108,SE4P7IVCunE,SE4P7IVCunE-img_053.jpg,slide
